freq,nrg_cons,nrg_prc,currency,geo\TIME_PERIOD	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,KWH1000-2499,NRG_SUP,EUR,LV	0.0484 	0.0499 	0.0619 	0.0586 	0.0742 	0.1592 	: 
A,KWH1000-2499,NRG_SUP,EUR,MD	0.0665 	0.0629 	0.0614 	0.0637 	0.0551 	0.1051 	0.1170 
A,KWH1000-2499,NRG_SUP,EUR,ME	0.0379 	0.0400 	0.0417 	0.0427 	0.0428 	0.0427 	: 
A,KWH1000-2499,NRG_SUP,EUR,MK	0.0516 	0.0503 	0.0474 	0.0496 	0.0545 	0.0540 	0.0541 
A,KWH1000-2499,NRG_SUP,EUR,MT	0.1151 	0.1144 	0.1145 	0.1090 	0.1142 	0.1152 	0.1103 
A,KWH1000-2499,NRG_SUP,EUR,NL	0.0720 	0.0753 	0.0912 	0.0935 	0.0948 	0.2197 	: 
A,KWH1000-2499,NRG_SUP,EUR,NO	0.0536 	0.0671 	0.0644 	0.0341 	0.0853 	0.1611 	: 
A,KWH1000-2499,NRG_SUP,EUR,PL	0.0475 	0.0461 	0.0465 	0.0498 	0.0472 	0.0542 	: 
A,KWH1000-2499,NRG_SUP,EUR,PT	0.0594 	0.0541 	0.0769 	0.0765 	0.0819 	0.1477 	0.2156 
A,KWH1000-2499,NRG_SUP,EUR,RO	0.0497 	0.0579 	0.0585 	0.0613 	0.0730 	0.1724 	: 
A,KWH1000-2499,NRG_SUP,EUR,RS	0.0256 	0.0270 	0.0279 	0.0271 	0.0263 	0.0258 	0.0386 
A,KWH1000-2499,NRG_SUP,EUR,SE	0.0460 	0.0542 	0.0573 	0.0460 	0.0800 	0.1291 	0.0889 
A,KWH1000-2499,NRG_SUP,EUR,SI	0.0548 	0.0573 	0.0611 	0.0681 	0.0708 	0.0930 	0.1093 
A,KWH1000-2499,NRG_SUP,EUR,SK	0.0420 	0.0471 	0.0574 	0.0694 	0.0640 	0.0850 	0.0901 
A,KWH1000-2499,NRG_SUP,EUR,TR	0.0501 	0.0428 	0.0481 	0.0406 	0.0377 	0.0526 	0.0220 
A,KWH1000-2499,NRG_SUP,EUR,UA	: 	: 	: 	0.0000 	: 	: 	: 
A,KWH1000-2499,NRG_SUP,EUR,UK	0.0939 	0.1071 	0.1106 	: 	: 	: 	: 
A,KWH1000-2499,NRG_SUP,EUR,XK	0.0372 	0.0358 	0.0227 	0.0251 	0.0286 	0.0193 	0.0296 
A,KWH1000-2499,NRG_SUP,NAC,AT	: 	: 	: 	: 	: 	: 	0.2226 
A,KWH1000-2499,NRG_SUP,NAC,BA	: 	: 	: 	: 	: 	: 	0.0782 
A,KWH1000-2499,NRG_SUP,NAC,BE	: 	: 	: 	: 	: 	: 	0.2408 
A,KWH1000-2499,NRG_SUP,NAC,BG	: 	: 	: 	: 	: 	: 	0.1080 
A,KWH1000-2499,NRG_SUP,NAC,CY	: 	: 	: 	: 	: 	: 	0.1990 
A,KWH1000-2499,NRG_SUP,NAC,CZ	: 	: 	: 	: 	: 	: 	4.9127 
A,KWH1000-2499,NRG_SUP,NAC,DE	: 	: 	: 	: 	: 	: 	0.2138 
A,KWH1000-2499,NRG_SUP,NAC,DK	: 	: 	: 	: 	: 	: 	1.2262 
A,KWH1000-2499,NRG_SUP,NAC,EE	: 	: 	: 	: 	: 	: 	0.1268 
A,KWH1000-2499,NRG_SUP,NAC,FI	: 	: 	: 	: 	: 	: 	0.1237 
A,KWH1000-2499,NRG_SUP,NAC,FR	: 	: 	: 	: 	: 	: 	0.1504 
A,KWH1000-2499,NRG_SUP,NAC,HU	: 	: 	: 	: 	: 	8.8995 	5.8180 
A,KWH1000-2499,NRG_SUP,NAC,IT	: 	: 	: 	: 	: 	: 	0.2563 
A,KWH1000-2499,NRG_SUP,NAC,LI	: 	: 	: 	: 	: 	: 	0.2419 
A,KWH1000-2499,NRG_SUP,NAC,LT	: 	: 	: 	: 	: 	: 	0.1473 
A,KWH1000-2499,NRG_SUP,NAC,MD	: 	: 	: 	: 	: 	: 	2.2713 
A,KWH1000-2499,NRG_SUP,NAC,MK	: 	: 	: 	: 	: 	: 	3.3294 
A,KWH1000-2499,NRG_SUP,NAC,MT	: 	: 	: 	: 	: 	: 	0.1103 
A,KWH1000-2499,NRG_SUP,NAC,PT	: 	: 	: 	: 	: 	: 	0.2156 
A,KWH1000-2499,NRG_SUP,NAC,RS	: 	: 	: 	: 	: 	: 	4.5186 
A,KWH1000-2499,NRG_SUP,NAC,SE	: 	: 	: 	: 	: 	: 	1.0333 
A,KWH1000-2499,NRG_SUP,NAC,SI	: 	: 	: 	: 	: 	: 	0.1093 
A,KWH1000-2499,NRG_SUP,NAC,SK	: 	: 	: 	: 	: 	: 	0.0901 
A,KWH1000-2499,NRG_SUP,NAC,TR	: 	: 	: 	: 	: 	: 	0.6581 
A,KWH1000-2499,NRG_SUP,NAC,XK	: 	: 	: 	: 	: 	: 	0.0296 
A,KWH1000-2499,NRG_SUP,NAT,AL	9.5000 	9.5000 	9.5000 	: u	: u	2.2300 	: 
A,KWH1000-2499,NRG_SUP,NAT,AT	0.0663 	0.0674 	0.0750 	0.0801 	0.0807 	0.1253 	: 
A,KWH1000-2499,NRG_SUP,NAT,BA	0.0673 	0.0660 	0.0784 	0.0790 	0.0772 	0.0795 	: 
A,KWH1000-2499,NRG_SUP,NAT,BE	0.0840 	0.0917 	0.0967 	0.0889 	0.0916 	0.2404 	: 
A,KWH1000-2499,NRG_SUP,NAT,BG	0.1139 	0.1153 	0.1133 	0.1151 	0.1223 	0.1099 	: 
A,KWH1000-2499,NRG_SUP,NAT,CY	0.1071 d	0.1266 	0.1326 	0.1119 	0.1180 	0.1920 	: 
A,KWH1000-2499,NRG_SUP,NAT,CZ	1.6900 	1.7900 	2.1600 	2.2700 	2.9000 	3.3665 	: 
A,KWH1000-2499,NRG_SUP,NAT,DE	0.0797 	0.0775 	0.0683 	0.0742 	0.0914 	0.1435 	: 
A,KWH1000-2499,NRG_SUP,NAT,DK	0.2889 	0.3749 	0.4024 	0.3044 	0.5559 	1.8109 	: 
A,KWH1000-2499,NRG_SUP,NAT,EE	0.0451 	0.0529 	0.0571 	0.0527 	0.0796 	0.1285 	: 
A,KWH1000-2499,NRG_SUP,NAT,EL	0.0940 	0.0886 	0.0923 	0.1060 	0.1214 	0.3602 	: 
A,KWH1000-2499,NRG_SUP,NAT,ES	0.1460 d	0.1768 d	0.0779 	0.0645 	0.1365 	0.1862 	: 
A,KWH1000-2499,NRG_SUP,NAT,FI	0.0577 	0.0594 	0.0663 	0.0614 	0.0629 	0.1060 	: 
A,KWH1000-2499,NRG_SUP,NAT,FR	0.0706 	0.0724 	0.0726 	0.0783 	0.0803 	0.1075 	: 
A,KWH1000-2499,NRG_SUP,NAT,GE	: 	0.0811 	0.1181 e	0.1535 e	0.1667 e	0.1652 e	: 
A,KWH1000-2499,NRG_SUP,NAT,HR	0.4570 	0.4622 	0.4666 	0.4627 	0.4556 	0.5244 	: 
A,KWH1000-2499,NRG_SUP,NAT,HU	14.3550 	14.5411 	13.8682 	12.3223 	12.0926 	: 	: 
A,KWH1000-2499,NRG_SUP,NAT,IE	0.1276 	0.1354 	0.1489 	0.1135 	0.1439 	0.2689 	: 
A,KWH1000-2499,NRG_SUP,NAT,IS	6.0582 	6.3726 	6.4642 	6.5293 	6.5201 	6.7115 	: 
A,KWH1000-2499,NRG_SUP,NAT,IT	0.1048 d	0.1133 d	0.1071 	0.1056 	0.1268 	0.2485 	: 
A,KWH1000-2499,NRG_SUP,NAT,LI	0.0791 	0.0898 	0.0899 	0.0902 	0.0924 	0.0927 	: 
A,KWH1000-2499,NRG_SUP,NAT,LT	0.0382 	0.0350 	0.0481 	0.0496 	0.0504 	0.1196 	: 
A,KWH1000-2499,NRG_SUP,NAT,LU	0.0565 	0.0584 	0.0617 	0.0703 	0.0718 	0.0935 	: 
A,KWH1000-2499,NRG_SUP,NAT,LV	0.0484 	0.0499 	0.0619 	0.0586 	0.0742 	0.1592 	: 
A,KWH1000-2499,NRG_SUP,NAT,MD	1.3789 	1.2242 	1.1992 	1.2752 	1.1332 	2.0605 	: 
A,KWH1000-2499,NRG_SUP,NAT,ME	0.0379 	0.0400 	0.0417 	0.0427 	0.0428 	0.0427 	: 
A,KWH1000-2499,NRG_SUP,NAT,MK	3.1764 	3.0945 	2.9133 	3.0611 	3.3571 	3.3249 	: 
A,KWH1000-2499,NRG_SUP,NAT,MT	0.1151 	0.1144 	0.1145 	0.1090 	0.1142 	0.1152 	: 
A,KWH1000-2499,NRG_SUP,NAT,NL	0.0720 	0.0753 	0.0912 	0.0935 	0.0948 	0.2197 	: 
A,KWH1000-2499,NRG_SUP,NAT,NO	0.5078 	0.6444 	0.6420 	0.3649 	0.8662 	1.6468 	: 
A,KWH1000-2499,NRG_SUP,NAT,PL	0.2016 	0.1981 	0.2002 	0.2229 	0.2165 	0.2569 	: 
A,KWH1000-2499,NRG_SUP,NAT,PT	0.0594 	0.0541 	0.0769 	0.0765 	0.0819 	0.1477 	: 
A,KWH1000-2499,NRG_SUP,NAT,RO	0.2286 	0.2693 	0.2778 	0.2980 	0.3605 	0.8475 	: 
A,KWH1000-2499,NRG_SUP,NAT,RS	3.0615 	3.1954 	3.2835 	3.1862 	3.0865 	3.0302 	: 
A,KWH1000-2499,NRG_SUP,NAT,SE	0.4452 	0.5620 	0.6102 	0.4744 	0.8127 	1.3912 	: 
A,KWH1000-2499,NRG_SUP,NAT,SI	0.0548 	0.0573 	0.0611 	0.0681 	0.0708 	0.0930 	: 
A,KWH1000-2499,NRG_SUP,NAT,SK	0.0420 	0.0471 	0.0574 	0.0694 	0.0640 	0.0850 	: 
A,KWH1000-2499,NRG_SUP,NAT,TR	0.2157 	0.2759 	0.3059 	0.3627 	0.4317 	0.9754 	: 
A,KWH1000-2499,NRG_SUP,NAT,UA	: 	: 	: 	0.0000 	: 	: 	: 
A,KWH1000-2499,NRG_SUP,NAT,UK	0.0838 	0.0953 	0.0975 	: 	: 	: 	: 
A,KWH1000-2499,NRG_SUP,NAT,XK	0.0372 	0.0358 	0.0227 	0.0251 	0.0286 	0.0193 	: 
A,KWH1000-2499,NRG_SUP,PPS,AL	0.1544 	0.1529 	0.1543 	: u	: u	0.0348 	: 
A,KWH1000-2499,NRG_SUP,PPS,AT	0.0587 	0.0598 	0.0660 	0.0701 	0.0699 	0.1098 	0.1983 
A,KWH1000-2499,NRG_SUP,PPS,BA	0.0679 	0.0663 	0.0780 	0.0789 	0.0759 	0.0781 	0.0723 
A,KWH1000-2499,NRG_SUP,PPS,BE	0.0744 	0.0813 	0.0857 	0.0797 	0.0823 	0.2163 	0.2152 
A,KWH1000-2499,NRG_SUP,PPS,BG	0.1157 	0.1146 	0.1089 	0.1092 	0.1133 	0.1013 	0.0916 
A,KWH1000-2499,NRG_SUP,PPS,CY	0.1196 d	0.1410 	0.1463 	0.1222 	0.1287 	0.2119 	0.2183 
A,KWH1000-2499,NRG_SUP,PPS,CZ	0.0934 	0.0981 	0.1158 	0.1186 	0.1498 	0.1694 	0.2479 
A,KWH1000-2499,NRG_SUP,PPS,DE	0.0735 	0.0713 	0.0618 	0.0672 	0.0823 	0.1292 	0.1911 
A,KWH1000-2499,NRG_SUP,PPS,DK	0.0289 	0.0376 	0.0406 	0.0307 	0.0563 	0.1822 	0.1237 
A,KWH1000-2499,NRG_SUP,PPS,EA	0.0859 	0.0919 	0.0770 	0.0780 	0.0964 	0.1602 	: 
A,KWH1000-2499,NRG_SUP,PPS,EE	0.0579 	0.0664 	0.0703 	0.0657 	0.0972 	0.1568 	0.1413 
A,KWH1000-2499,NRG_SUP,PPS,EL	0.1123 	0.1065 	0.1119 	0.1281 	0.1479 	0.4377 	: 
A,KWH1000-2499,NRG_SUP,PPS,ES	0.1589 d	0.1897 d	0.0836 	0.0687 	0.1459 	0.1972 	: 
A,KWH1000-2499,NRG_SUP,PPS,EU27_2020	0.0822 	0.0877 	0.0764 	0.0768 	0.0947 	0.1642 	: 
A,KWH1000-2499,NRG_SUP,PPS,FI	0.0459 	0.0473 	0.0528 	0.0486 	0.0506 	0.0848 	0.0998 
A,KWH1000-2499,NRG_SUP,PPS,FR	0.0630 	0.0650 	0.0667 	0.0719 	0.0739 	0.0992 	0.1385 
A,KWH1000-2499,NRG_SUP,PPS,HR	0.0944 	0.0949 	0.0958 	0.0952 	0.0929 	0.8045 	: 
A,KWH1000-2499,NRG_SUP,PPS,HU	0.0725 	0.0708 	0.0650 	0.0553 	0.0521 	0.0352 	0.0230 
A,KWH1000-2499,NRG_SUP,PPS,IE	0.1103 	0.1160 	0.1239 	0.0947 	0.1220 	0.2243 	: 
A,KWH1000-2499,NRG_SUP,PPS,IS	0.0301 	0.0312 	0.0309 	0.0291 	0.0289 	0.0297 	: 
A,KWH1000-2499,NRG_SUP,PPS,IT	0.1043 d	0.1130 d	0.1076 	0.1063 	0.1293 	0.2544 	0.2671 
A,KWH1000-2499,NRG_SUP,PPS,LT	0.0593 	0.0531 	0.0717 	0.0727 	0.0724 	0.1732 	0.1958 
A,KWH1000-2499,NRG_SUP,PPS,LU	0.0457 	0.0468 	0.0489 	0.0543 	0.0563 	0.0722 	: 
A,KWH1000-2499,NRG_SUP,PPS,LV	0.0686 	0.0689 	0.0837 	0.0794 	0.0978 	0.2074 	: 
A,KWH1000-2499,NRG_SUP,PPS,ME	0.0742 	0.0780 	0.0821 	0.0847 	0.0822 	0.0829 	: 
A,KWH1000-2499,NRG_SUP,PPS,MK	0.1150 	0.1102 	0.1040 	0.1081 	0.1146 	0.1159 	0.1140 
A,KWH1000-2499,NRG_SUP,PPS,MT	0.1348 	0.1328 	0.1334 	0.1243 	0.1293 	0.1300 	0.1237 
A,KWH1000-2499,NRG_SUP,PPS,NL	0.0632 	0.0658 	0.0780 	0.0807 	0.0822 	0.1892 	: 
A,KWH1000-2499,NRG_SUP,PPS,NO	0.0358 	0.0455 	0.0442 	0.0241 	0.0598 	0.1148 	: 
A,KWH1000-2499,NRG_SUP,PPS,PL	0.0794 	0.0769 	0.0762 	0.0832 	0.0786 	0.0885 	: 
A,KWH1000-2499,NRG_SUP,PPS,PT	0.0709 	0.0642 	0.0916 	0.0899 	0.0956 	0.1725 	0.2557 
A,KWH1000-2499,NRG_SUP,PPS,RO	0.0973 	0.1093 	0.1103 	0.1166 	0.1378 	0.3282 	: 
A,KWH1000-2499,NRG_SUP,PPS,RS	0.0515 	0.0529 	0.0535 	0.0510 	0.0482 	0.0474 	0.0660 
A,KWH1000-2499,NRG_SUP,PPS,SE	0.0345 	0.0430 	0.0462 	0.0358 	0.0618 	0.1058 	0.0767 
A,KWH1000-2499,NRG_SUP,PPS,SI	0.0660 	0.0684 	0.0730 	0.0810 	0.0835 	0.1095 	0.1288 
A,KWH1000-2499,NRG_SUP,PPS,SK	0.0558 	0.0613 	0.0729 	0.0862 	0.0791 	0.1057 	0.1136 
A,KWH1000-2499,NRG_SUP,PPS,TR	0.1070 	0.1145 	0.1084 	0.1103 	0.1036 	0.1345 	0.0887 
A,KWH1000-2499,NRG_SUP,PPS,UK	0.0841 	0.0945 	0.0957 	: 	: 	: 	: 
A,KWH1000-2499,OTH,EUR,AL	0.0000 	0.0000 	0.0000 	0.0000 e	: 	: 	: 
A,KWH1000-2499,OTH,EUR,AT	0.0030 	0.0032 	0.0034 	0.0035 	0.0042 	-0.0156 e	-0.0664 e
A,KWH1000-2499,OTH,EUR,BA	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,KWH1000-2499,OTH,EUR,BE	0.0652 e	0.0065 	0.0014 	0.0020 	0.0021 	0.0000 	0.0000 
A,KWH1000-2499,OTH,EUR,BG	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 
A,KWH1000-2499,OTH,EUR,CY	0.0007 d	0.0008 	0.0008 	0.0006 	0.0005 	-0.0278 	0.0005 
A,KWH1000-2499,OTH,EUR,CZ	0.0000 	0.0000 	0.0000 	0.0000 	0.0007 	-0.0541 	0.0009 
A,KWH1000-2499,OTH,EUR,DE	: 	: 	0.0158 	0.0171 	0.0173 	0.0174 	0.0170 
A,KWH1000-2499,OTH,EUR,DK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 
A,KWH1000-2499,OTH,EUR,EA	: 	: 	0.0087 	0.0096 	0.0087 	-0.0023 	: 
A,KWH1000-2499,OTH,EUR,EE	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,KWH1000-2499,OTH,EUR,EL	0.0190 	0.0105 	0.0077 	0.0076 	0.0077 	-0.1744 	: 
A,KWH1000-2499,OTH,EUR,ES	0.0108 d	0.0122 d	0.0287 	0.0336 	0.0278 	0.0258 	: 
A,KWH1000-2499,OTH,EUR,EU27_2020	: 	: 	0.0072 	0.0081 	0.0076 	-0.0095 	: 
A,KWH1000-2499,OTH,EUR,FI	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	-0.0013 e	-0.0011 
A,KWH1000-2499,OTH,EUR,FR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 
A,KWH1000-2499,OTH,EUR,GE	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 
A,KWH1000-2499,OTH,EUR,HR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,KWH1000-2499,OTH,EUR,HU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,KWH1000-2499,OTH,EUR,IE	0.0006 	0.0057 	0.0046 	0.0044 	0.0045 	-0.1649 	: 
A,KWH1000-2499,OTH,EUR,IS	0.0024 	0.0023 	0.0022 	0.0019 	0.0023 	0.0029 	: 
A,KWH1000-2499,OTH,EUR,IT	0.0417 d	0.0412 d	0.0028 	0.0033 	0.0026 	0.0000 	0.0026 
A,KWH1000-2499,OTH,EUR,LI	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,KWH1000-2499,OTH,EUR,LT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 
A,KWH1000-2499,OTH,EUR,LU	0.0000 	0.0000 	0.0000 	0.0000 	0.0011 	0.0010 	: 
A,KWH1000-2499,OTH,EUR,LV	0.0000 	0.0000 	0.0002 	0.0001 	0.0001 	0.0000 	: 
A,KWH1000-2499,OTH,EUR,MD	: 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,KWH1000-2499,OTH,EUR,ME	0.0017 	0.0007 	0.0006 	-0.0003 	-0.0025 	-0.0030 	: 
A,KWH1000-2499,OTH,EUR,MK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,KWH1000-2499,OTH,EUR,MT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,KWH1000-2499,OTH,EUR,NL	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	-0.0763 	: 
A,KWH1000-2499,OTH,EUR,NO	0.0000 	0.0000 	0.0000 	0.0000 	-0.0060 	-0.0894 	: 
A,KWH1000-2499,OTH,EUR,PL	0.0000 	0.0000 	: 	0.0008 	0.0006 	0.0005 	: 
A,KWH1000-2499,OTH,EUR,PT	0.0152 	0.0150 	0.0136 	0.0083 	0.0061 	0.0105 	0.0217 
A,KWH1000-2499,OTH,EUR,RO	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 
A,KWH1000-2499,OTH,EUR,RS	0.0046 	0.0047 	0.0048 	0.0050 	0.0093 	0.0108 	0.0134 
A,KWH1000-2499,OTH,EUR,SE	0.0000 	0.0000 	0.0000 	: 	: 	-0.0584 	: 
A,KWH1000-2499,OTH,EUR,SI	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,KWH1000-2499,OTH,EUR,SK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 
A,KWH1000-2499,OTH,EUR,TR	0.0040 	0.0034 	0.0039 	0.0033 	0.0030 	0.0024 	0.0011 
A,KWH1000-2499,OTH,EUR,UA	: 	: 	: 	0.0000 	: 	: 	: 
A,KWH1000-2499,OTH,EUR,UK	0.0231 	0.0335 	0.0359 	: 	: 	: 	: 
A,KWH1000-2499,OTH,EUR,XK	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 
A,KWH1000-2499,OTH,NAC,AT	: 	: 	: 	: 	: 	: 	-0.0664 e
A,KWH1000-2499,OTH,NAC,BA	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH1000-2499,OTH,NAC,BE	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH1000-2499,OTH,NAC,CY	: 	: 	: 	: 	: 	: 	0.0005 
A,KWH1000-2499,OTH,NAC,CZ	: 	: 	: 	: 	: 	: 	0.0211 
A,KWH1000-2499,OTH,NAC,DE	: 	: 	: 	: 	: 	: 	0.0170 
A,KWH1000-2499,OTH,NAC,EE	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH1000-2499,OTH,NAC,FI	: 	: 	: 	: 	: 	: 	-0.0011 
A,KWH1000-2499,OTH,NAC,HU	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH1000-2499,OTH,NAC,IT	: 	: 	: 	: 	: 	: 	0.0026 
A,KWH1000-2499,OTH,NAC,LI	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH1000-2499,OTH,NAC,MD	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH1000-2499,OTH,NAC,MK	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH1000-2499,OTH,NAC,MT	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH1000-2499,OTH,NAC,PT	: 	: 	: 	: 	: 	: 	0.0217 
A,KWH1000-2499,OTH,NAC,RS	: 	: 	: 	: 	: 	: 	1.5683 
A,KWH1000-2499,OTH,NAC,SI	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH1000-2499,OTH,NAC,TR	: 	: 	: 	: 	: 	: 	0.0316 
A,KWH1000-2499,OTH,NAT,AL	0.0000 	0.0000 	0.0000 	0.0000 e	: 	: 	: 
A,KWH1000-2499,OTH,NAT,AT	0.0030 	0.0032 	0.0034 	0.0035 	0.0042 	-0.0156 e	: 
A,KWH1000-2499,OTH,NAT,BA	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,KWH1000-2499,OTH,NAT,BE	0.0652 e	0.0065 	0.0014 	0.0020 	0.0021 	0.0000 	: 
A,KWH1000-2499,OTH,NAT,BG	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 
A,KWH1000-2499,OTH,NAT,CY	0.0007 d	0.0008 	0.0008 	0.0006 	0.0005 	-0.0278 	: 
A,KWH1000-2499,OTH,NAT,CZ	0.0000 	0.0000 	0.0000 	0.0000 	0.0172 	-1.3250 	: 
A,KWH1000-2499,OTH,NAT,DE	: 	: 	0.0158 	0.0171 	0.0173 	0.0174 	: 
A,KWH1000-2499,OTH,NAT,DK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 
A,KWH1000-2499,OTH,NAT,EE	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,KWH1000-2499,OTH,NAT,EL	0.0190 	0.0105 	0.0077 	0.0076 	0.0077 	-0.1744 	: 
A,KWH1000-2499,OTH,NAT,ES	0.0108 d	0.0122 d	0.0287 	0.0336 	0.0278 	0.0258 	: 
A,KWH1000-2499,OTH,NAT,FI	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	-0.0013 e	: 
A,KWH1000-2499,OTH,NAT,FR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 
A,KWH1000-2499,OTH,NAT,GE	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 
A,KWH1000-2499,OTH,NAT,HR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,KWH1000-2499,OTH,NAT,HU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 
A,KWH1000-2499,OTH,NAT,IE	0.0006 	0.0057 	0.0046 	0.0044 	0.0045 	-0.1649 	: 
A,KWH1000-2499,OTH,NAT,IS	0.3000 	0.3000 	0.3000 	0.3000 	0.3400 	0.4100 	: 
A,KWH1000-2499,OTH,NAT,IT	0.0417 d	0.0412 d	0.0028 	0.0033 	0.0026 	0.0000 	: 
A,KWH1000-2499,OTH,NAT,LI	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,KWH1000-2499,OTH,NAT,LT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 
A,KWH1000-2499,OTH,NAT,LU	0.0000 	0.0000 	0.0000 	0.0000 	0.0011 	0.0010 	: 
A,KWH1000-2499,OTH,NAT,LV	0.0000 	0.0000 	0.0002 	0.0001 	0.0001 	0.0000 	: 
A,KWH1000-2499,OTH,NAT,MD	: 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,KWH1000-2499,OTH,NAT,ME	0.0017 	0.0007 	0.0006 	-0.0003 	-0.0025 	-0.0030 	: 
A,KWH1000-2499,OTH,NAT,MK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,KWH1000-2499,OTH,NAT,MT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,KWH1000-2499,OTH,NAT,NL	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	-0.0763 	: 
A,KWH1000-2499,OTH,NAT,NO	0.0000 	0.0000 	0.0000 	0.0000 	-0.0610 	-0.9140 	: 
A,KWH1000-2499,OTH,NAT,PL	0.0000 	0.0000 	: 	0.0034 	0.0028 	0.0024 	: 
A,KWH1000-2499,OTH,NAT,PT	0.0152 	0.0150 	0.0136 	0.0083 	0.0061 	0.0105 	: 
A,KWH1000-2499,OTH,NAT,RO	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 
A,KWH1000-2499,OTH,NAT,RS	0.5461 	0.5530 	0.5634 	0.5868 	1.0949 	1.2696 	: 
A,KWH1000-2499,OTH,NAT,SE	0.0000 	0.0000 	0.0000 	: 	: 	-0.6297 	: 
A,KWH1000-2499,OTH,NAT,SI	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,KWH1000-2499,OTH,NAT,SK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 
A,KWH1000-2499,OTH,NAT,TR	0.0173 	0.0221 	0.0245 	0.0292 	0.0339 	0.0450 	: 
A,KWH1000-2499,OTH,NAT,UA	: 	: 	: 	0.0000 	: 	: 	: 
A,KWH1000-2499,OTH,NAT,UK	0.0206 	0.0298 	0.0316 	: 	: 	: 	: 
A,KWH1000-2499,OTH,NAT,XK	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 
A,KWH1000-2499,OTH,PPS,AL	0.0000 	0.0000 	0.0000 	0.0000 e	: 	: 	: 
A,KWH1000-2499,OTH,PPS,AT	0.0027 	0.0028 	0.0030 	0.0031 	0.0036 	-0.0137 e	-0.0591 e
A,KWH1000-2499,OTH,PPS,BA	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,KWH1000-2499,OTH,PPS,BE	0.0577 e	0.0058 	0.0012 	0.0018 	0.0019 	0.0000 	0.0000 
A,KWH1000-2499,OTH,PPS,BG	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 
A,KWH1000-2499,OTH,PPS,CY	0.0008 d	0.0009 	0.0009 	0.0007 	0.0005 	-0.0307 	0.0005 
A,KWH1000-2499,OTH,PPS,CZ	0.0000 	0.0000 	0.0000 	0.0000 	0.0009 	-0.0667 	0.0011 
